"Latitude","Longitude","Brightness","Scan","Track","Acq_date","Acq_time","Satellite","Instrument","Confidence","Version","Bright_t31","Frp","Daynight","Type"
48.6746,133.848,309.2,3,1.6,20001101,"0137","Terra","MODIS",68,"6.03",278.5,60,"D",0
48.675,133.841,311.5,3,1.6,20001101,"0137","Terra","MODIS",71,"6.03",278.8,67.8,"D",0
48.5844,133.874,316.8,2.9,1.6,20001101,"0137","Terra","MODIS",77,"6.03",278,88.4,"D",0
48.5843,133.868,316.8,2.9,1.6,20001101,"0137","Terra","MODIS",77,"6.03",278.1,88.3,"D",0
48.3868,132.765,327.8,3.4,1.7,20001101,"0137","Terra","MODIS",85,"6.03",279.5,172.5,"D",0
48.3767,132.757,316.3,3.4,1.7,20001101,"0137","Terra","MODIS",77,"6.03",278.8,103.7,"D",0
48.1704,132.463,302.6,3.5,1.8,20001101,"0137","Terra","MODIS",53,"6.03",279,50.4,"D",0
48.6615,133.451,349.9,2.8,1.6,20001101,"0315","Terra","MODIS",96,"6.03",282.6,294.1,"D",0
47.9887,132.675,303.8,2.7,1.6,20001101,"0315","Terra","MODIS",43,"6.03",280.5,36,"D",0
47.9918,132.682,305.3,2.7,1.6,20001101,"0315","Terra","MODIS",53,"6.03",280.5,39.9,"D",0
48.1302,132.262,304.1,2.6,1.5,20001101,"0315","Terra","MODIS",53,"6.03",280.8,30.9,"D",0
48.1432,132.269,368.8,2.6,1.5,20001101,"0315","Terra","MODIS",100,"6.03",285.8,458.2,"D",0
48.1514,132.237,302.7,2.6,1.5,20001101,"0315","Terra","MODIS",44,"6.03",280.9,27.2,"D",0
48.1715,132.479,322.2,2.6,1.6,20001101,"0315","Terra","MODIS",81,"6.03",280.5,94.4,"D",0
48.3856,132.777,317,2.7,1.6,20001101,"0315","Terra","MODIS",77,"6.03",280.1,75,"D",0
48.6385,133.479,307.9,2.9,1.6,20001101,"0315","Terra","MODIS",66,"6.03",279.5,47.9,"D",0
48.648,133.442,325,2.8,1.6,20001101,"0315","Terra","MODIS",83,"6.03",280.2,116,"D",0
48.6521,133.487,395.3,2.9,1.6,20001101,"0315","Terra","MODIS",100,"6.03",287,1051.8,"D",0
48.6393,133.486,307.8,2.9,1.6,20001101,"0315","Terra","MODIS",66,"6.03",279.4,46.7,"D",0
48.6489,133.45,343,2.8,1.6,20001101,"0315","Terra","MODIS",93,"6.03",280.9,233.6,"D",0
48.6529,133.494,391.5,2.9,1.6,20001101,"0315","Terra","MODIS",100,"6.03",286.6,961,"D",0
48.6625,133.458,365.3,2.8,1.6,20001101,"0315","Terra","MODIS",100,"6.03",283.7,474.4,"D",0
48.672,133.422,300.5,2.8,1.6,20001101,"0315","Terra","MODIS",34,"6.03",280.2,27.8,"D",0
48.5954,133.889,315.4,3,1.6,20001101,"0315","Terra","MODIS",76,"6.03",279.2,81.9,"D",0
48.6055,133.851,311.3,3,1.6,20001101,"0315","Terra","MODIS",71,"6.03",279,65.1,"D",0
48.6705,133.848,303.6,3,1.6,20001101,"0315","Terra","MODIS",56,"6.03",278.9,38,"D",0
48.6707,133.853,300.7,3,1.6,20001101,"0315","Terra","MODIS",40,"6.03",278.7,33.4,"D",0
48.6807,133.815,302.4,3,1.6,20001101,"0315","Terra","MODIS",52,"6.03",279.7,38.1,"D",0
48.2373,132.334,300.8,1.7,1.3,20001101,"1246","Terra","MODIS",33,"6.03",266.1,22.4,"N",0
47.9977,132.539,312.8,1.1,1,20001102,"0220","Terra","MODIS",73,"6.03",279.8,15.8,"D",0
47.9995,132.524,307.7,1.1,1,20001102,"0220","Terra","MODIS",66,"6.03",279.8,11.8,"D",0
48.005,132.532,355.9,1.1,1,20001102,"0220","Terra","MODIS",98,"6.03",283,85.5,"D",0
48.0068,132.518,319.5,1.1,1,20001102,"0220","Terra","MODIS",73,"6.03",280.4,20.7,"D",0
48.1954,132.48,328.1,1.1,1,20001102,"0220","Terra","MODIS",85,"6.03",282.1,31.2,"D",0
48.1882,132.487,302.6,1.1,1,20001102,"0220","Terra","MODIS",53,"6.03",281.4,8.5,"D",0
48.2046,132.483,320.4,1.1,1,20001102,"0220","Terra","MODIS",80,"6.03",279.8,22.7,"D",0
49.0909,130.795,301.6,1,1,20001102,"1329","Terra","MODIS",43,"6.03",268.8,10,"N",0
49.0927,130.809,357.7,1,1,20001102,"1329","Terra","MODIS",100,"6.03",272.5,91.5,"N",0
48.2854,132.429,314.5,1.1,1.1,20001102,"1329","Terra","MODIS",89,"6.03",270.1,22.3,"N",0
48.2871,132.444,336.9,1.1,1.1,20001102,"1329","Terra","MODIS",100,"6.03",271.6,53.2,"N",0
48.2668,132.47,318.5,1.1,1.1,20001102,"1329","Terra","MODIS",97,"6.03",269.5,26.1,"N",0
48.0771,132.457,322,1.9,1.3,20001103,"0303","Terra","MODIS",76,"6.03",281.8,51.5,"D",0
48.0717,132.481,318.1,1.9,1.3,20001103,"0303","Terra","MODIS",76,"6.03",281.3,42.6,"D",0
47.9987,132.438,325.3,1.9,1.3,20001103,"0303","Terra","MODIS",84,"6.03",282,61.3,"D",0
47.9873,132.432,368.7,1.9,1.3,20001103,"0303","Terra","MODIS",100,"6.03",284.3,281.9,"D",0
47.9819,132.456,337.4,1.9,1.3,20001103,"0303","Terra","MODIS",85,"6.03",280.6,100.1,"D",0
48.6613,134.247,315.3,3.7,1.8,20001108,"0321","Terra","MODIS",48,"6.03",270.8,123.1,"D",0
48.6478,134.293,316.3,3.7,1.8,20001108,"0321","Terra","MODIS",62,"6.03",271,129.5,"D",0
48.6562,134.294,324.3,3.7,1.8,20001108,"0321","Terra","MODIS",67,"6.03",271.3,183.3,"D",0
48.649,134.264,326.3,1,1,20001109,"0226","Terra","MODIS",84,"6.03",269.3,28.7,"D",0
48.6558,134.28,321.9,1,1,20001109,"0226","Terra","MODIS",81,"6.03",269.7,25.3,"D",0
48.6469,134.277,349.7,1,1,20001109,"0226","Terra","MODIS",96,"6.03",270.6,66.4,"D",0
48.4081,132.66,307.9,2.2,1.4,20001110,"0309","Terra","MODIS",66,"6.03",268.3,43.4,"D",0
48.4108,132.655,313.9,2.2,1.4,20001110,"0309","Terra","MODIS",74,"6.03",268.5,57.8,"D",0
48.7214,133.189,317,2.3,1.5,20001110,"0309","Terra","MODIS",77,"6.03",267.8,65.8,"D",0
48.7089,133.182,317.8,2.3,1.5,20001110,"0309","Terra","MODIS",78,"6.03",268.3,68.5,"D",0
48.5359,134.847,309.1,1,1,20001111,"0214","Terra","MODIS",68,"6.03",269.4,14.1,"D",0
48.5396,134.819,305.3,1,1,20001111,"0214","Terra","MODIS",61,"6.03",269.6,11.4,"D",0
48.5378,134.833,325.7,1,1,20001111,"0214","Terra","MODIS",84,"6.03",270.6,30.4,"D",0
48.0223,132.434,337.2,1,1,20001116,"0232","Terra","MODIS",90,"6.03",268.4,45.2,"D",0
48.9879,131.843,305.1,1.8,1.3,20010406,"0158","Terra","MODIS",61,"6.03",279.9,22.6,"D",0
48.8967,132.729,315.7,1,1,20010406,"1308","Terra","MODIS",92,"6.03",267.9,19.5,"N",0
48.9301,132.703,314,1,1,20010406,"1308","Terra","MODIS",88,"6.03",266,18.1,"N",0
48.9035,132.713,310.3,1,1,20010406,"1308","Terra","MODIS",80,"6.03",266.4,15.1,"N",0
48.9056,132.726,304.5,1,1,20010406,"1308","Terra","MODIS",61,"6.03",266.6,11.4,"N",0
48.8947,132.716,302,1,1,20010406,"1308","Terra","MODIS",46,"6.03",267.4,9.9,"N",0
48.928,132.69,315.5,1,1,20010406,"1308","Terra","MODIS",91,"6.03",265.9,19.4,"N",0
48.5977,134.85,300.8,1.4,1.2,20010407,"0241","Terra","MODIS",0,"6.03",281.7,9.5,"D",0
49.0541,130.808,300.2,1.2,1.1,20010411,"0217","Terra","MODIS",17,"6.03",283.8,6,"D",0
49.0504,130.842,308.4,1.2,1.1,20010411,"0217","Terra","MODIS",67,"6.03",281.3,13.1,"D",0
49.0522,130.825,336.3,1.2,1.1,20010411,"0217","Terra","MODIS",90,"6.03",284.4,53.1,"D",0
48.95,130.751,301.7,1.5,1.2,20010412,"0259","Terra","MODIS",24,"6.03",282.6,9.9,"D",0
48.9832,130.838,312.4,1,1,20010413,"1314","Terra","MODIS",85,"6.03",269,16.4,"N",0
48.9696,130.872,306.8,1,1,20010413,"1314","Terra","MODIS",69,"6.03",267.4,13.4,"N",0
48.9675,130.858,324.6,1,1,20010413,"1314","Terra","MODIS",100,"6.03",268.5,28.7,"N",0
48.1177,132.568,300.2,1.4,1.2,20010414,"0247","Terra","MODIS",27,"6.03",281.7,8.9,"D",0
47.9186,132.508,306,1.4,1.2,20010414,"0247","Terra","MODIS",62,"6.03",289.4,9,"D",0
47.9152,132.526,314.7,1.4,1.2,20010414,"0247","Terra","MODIS",75,"6.03",289.8,18.7,"D",0
49.0014,132.339,301,1.3,1.1,20010414,"0247","Terra","MODIS",44,"6.03",278.5,9.3,"D",0
49.0235,132.167,320,1.3,1.1,20010414,"0247","Terra","MODIS",80,"6.03",284.9,24.9,"D",0
49.0204,132.184,353,1.3,1.1,20010414,"0247","Terra","MODIS",97,"6.03",288.4,96.9,"D",0
49.0172,132.201,342.2,1.3,1.1,20010414,"0247","Terra","MODIS",93,"6.03",285.5,65.7,"D",0
49.0106,132.18,351.4,1.3,1.1,20010414,"0247","Terra","MODIS",96,"6.03",286.6,90.8,"D",0
49.0075,132.197,350.4,1.3,1.1,20010414,"0247","Terra","MODIS",96,"6.03",286.1,88.1,"D",0
48.936,132.569,309.1,1.3,1.1,20010414,"0247","Terra","MODIS",52,"6.03",270,16.5,"D",0
48.9327,132.586,337.9,1.3,1.1,20010414,"0247","Terra","MODIS",86,"6.03",270.4,63.5,"D",0
49.0127,131.949,304.2,1.2,1.1,20010414,"0247","Terra","MODIS",58,"6.03",288.9,8.1,"D",0
49.0127,131.944,301.3,1.2,1.1,20010414,"0247","Terra","MODIS",40,"6.03",288.8,5.8,"D",0
49.033,131.778,328.5,1.2,1.1,20010414,"0247","Terra","MODIS",86,"6.03",288.2,35.4,"D",0
49.0301,131.794,310.3,1.2,1.1,20010414,"0247","Terra","MODIS",62,"6.03",286.4,12.6,"D",0
48.9502,132.166,305.2,1.3,1.1,20010414,"0247","Terra","MODIS",61,"6.03",283.4,9.3,"D",0
49.1436,130.889,326.7,1.1,1.1,20010414,"0247","Terra","MODIS",80,"6.03",276.5,32.6,"D",0
49.1409,130.904,304.2,1.1,1.1,20010414,"0247","Terra","MODIS",39,"6.03",277.7,10.2,"D",0
49.0689,130.949,304.8,1.1,1.1,20010414,"0247","Terra","MODIS",45,"6.03",279.9,11.2,"D",0
48.6511,132.945,302.8,1.4,1.2,20010414,"0247","Terra","MODIS",34,"6.03",268.4,11.7,"D",0
48.6321,132.95,312.9,1.4,1.2,20010414,"0247","Terra","MODIS",73,"6.03",268.1,22.4,"D",0
48.9663,130.885,303.2,1.1,1.1,20010414,"0247","Terra","MODIS",35,"6.03",273.7,9.8,"D",0
48.3862,132.59,313.2,1.3,1.1,20010414,"0247","Terra","MODIS",24,"6.03",277.3,19,"D",0
48.3762,132.586,327.5,1.3,1.1,20010414,"0247","Terra","MODIS",85,"6.03",278.9,40.7,"D",0
48.2181,132.317,311,1.3,1.1,20010414,"0247","Terra","MODIS",31,"6.03",286.4,14,"D",0
48.2147,132.334,355.1,1.3,1.1,20010414,"0247","Terra","MODIS",98,"6.03",288.8,110.9,"D",0
48.2114,132.351,361.7,1.3,1.1,20010414,"0247","Terra","MODIS",100,"6.03",287.1,137.5,"D",0
48.0866,132.256,310.7,2,1.4,20010415,"0152","Terra","MODIS",32,"6.03",287.8,20.8,"D",0
49.1609,130.905,300.3,2.4,1.5,20010415,"0152","Terra","MODIS",34,"6.03",282.3,22.6,"D",0
48.6799,134.614,317.8,1.5,1.2,20010415,"0152","Terra","MODIS",78,"6.03",286.7,30.3,"D",0
48.6781,134.635,303.9,1.5,1.2,20010415,"0152","Terra","MODIS",41,"6.03",286,10.7,"D",0
48.6689,134.612,338.5,1.5,1.2,20010415,"0152","Terra","MODIS",91,"6.03",287.1,76.8,"D",0
48.6671,134.632,310.9,1.5,1.2,20010415,"0152","Terra","MODIS",35,"6.03",286.6,17.8,"D",0
48.6163,134.16,303.2,1.6,1.3,20010415,"0152","Terra","MODIS",55,"6.03",288.8,11.4,"D",0
48.6145,134.182,301.4,1.6,1.3,20010415,"0152","Terra","MODIS",46,"6.03",287.8,9.4,"D",0
48.6458,133.494,300.4,1.8,1.3,20010415,"0152","Terra","MODIS",23,"6.03",287,8.7,"D",0
48.644,133.517,308.2,1.7,1.3,20010415,"0152","Terra","MODIS",67,"6.03",286.3,19,"D",0
48.6486,133.511,311.1,1.7,1.3,20010415,"0152","Terra","MODIS",71,"6.03",286,24.9,"D",0
48.6142,133.789,301.6,1.7,1.3,20010415,"0152","Terra","MODIS",48,"6.03",287.7,10.2,"D",0
48.6687,132.943,327.6,1.9,1.3,20010415,"0152","Terra","MODIS",85,"6.03",288.2,65.4,"D",0
48.6567,132.941,337,1.9,1.3,20010415,"0152","Terra","MODIS",90,"6.03",287.4,97.2,"D",0
48.6062,133.599,308.5,1.7,1.3,20010415,"0152","Terra","MODIS",67,"6.03",287.4,19.6,"D",0
48.6043,133.623,343.1,1.7,1.3,20010415,"0152","Terra","MODIS",93,"6.03",288.5,109.4,"D",0
48.5927,133.621,300.3,1.7,1.3,20010415,"0152","Terra","MODIS",15,"6.03",288.1,9,"D",0
48.4097,134.957,300.1,1.5,1.2,20010415,"0152","Terra","MODIS",26,"6.03",288,5.9,"D",0
48.1097,132.506,306,1.9,1.4,20010415,"0152","Terra","MODIS",63,"6.03",289.4,15.9,"D",0
48.1029,132.425,307.3,2,1.4,20010415,"0152","Terra","MODIS",65,"6.03",290.2,19.2,"D",0
48.1064,132.5,304.3,1.9,1.4,20010415,"0152","Terra","MODIS",55,"6.03",289.7,12.5,"D",0
48.0999,132.419,302.2,2,1.4,20010415,"0152","Terra","MODIS",51,"6.03",290.1,10.9,"D",0
48.9657,132.717,304.6,4.3,1.9,20010415,"0330","Terra","MODIS",59,"6.03",286,58.8,"D",0
49.0032,130.903,300,3.5,1.8,20010415,"0330","Terra","MODIS",17,"6.03",285.5,31.5,"D",0
48.1308,132.215,301.4,4.4,1.9,20010415,"0330","Terra","MODIS",30,"6.03",286.2,38,"D",0
48.1136,132.271,381.1,4.4,1.9,20010415,"0330","Terra","MODIS",100,"6.03",291.7,1336.9,"D",0
48.0969,132.326,349.6,4.4,1.9,20010415,"0330","Terra","MODIS",96,"6.03",288.5,519.6,"D",0
48.0802,132.38,314.4,4.5,1.9,20010415,"0330","Terra","MODIS",75,"6.03",286.3,104,"D",0
48.1125,132.328,309,4.4,1.9,20010415,"0330","Terra","MODIS",56,"6.03",287.2,71.2,"D",0
48.113,132.263,374,4.4,1.9,20010415,"0330","Terra","MODIS",100,"6.03",290.5,1093.7,"D",0
48.0965,132.318,352.5,4.4,1.9,20010415,"0330","Terra","MODIS",97,"6.03",288.4,568.4,"D",0
48.08,132.372,313.3,4.5,1.9,20010415,"0330","Terra","MODIS",31,"6.03",286.2,89.2,"D",0
48.0481,132.35,317.6,4.5,1.9,20010415,"0330","Terra","MODIS",69,"6.03",287.5,120.7,"D",0
48.047,132.345,321.1,4.5,1.9,20010415,"0330","Terra","MODIS",81,"6.03",288,159.4,"D",0
48.0891,132.245,300.8,1.1,1.1,20010415,"1302","Terra","MODIS",34,"6.03",275.6,10.1,"N",0
48.5817,135.117,306.6,1.3,1.1,20010416,"0235","Terra","MODIS",64,"6.03",282,11.5,"D",0
48.5785,135.134,303.9,1.3,1.1,20010416,"0235","Terra","MODIS",57,"6.03",282.5,9.3,"D",0
48.5881,134.972,304.3,1.3,1.1,20010416,"0235","Terra","MODIS",44,"6.03",282.4,9.2,"D",0
48.664,134.284,315.2,1.2,1.1,20010416,"0235","Terra","MODIS",75,"6.03",282.8,18.7,"D",0
48.9229,132.692,300.5,1.1,1,20010416,"0235","Terra","MODIS",38,"6.03",279.1,6,"D",0
48.6161,134.142,319.6,1.2,1.1,20010416,"0235","Terra","MODIS",79,"6.03",285.1,22.2,"D",0
48.6852,132.837,362.5,1.1,1,20010416,"0235","Terra","MODIS",100,"6.03",281.4,94.3,"D",0
48.6762,132.834,344.2,1.1,1,20010416,"0235","Terra","MODIS",67,"6.03",276.4,45.1,"D",0
48.6383,133.001,310.5,1.1,1,20010416,"0235","Terra","MODIS",70,"6.03",282.4,11.7,"D",0
48.6514,132.809,337.5,1.1,1,20010416,"0235","Terra","MODIS",38,"6.03",282.1,38,"D",0
48.4574,132.679,320.6,1.1,1,20010416,"0235","Terra","MODIS",80,"6.03",284.2,19.2,"D",2
48.4551,132.693,337.6,1.1,1,20010416,"0235","Terra","MODIS",91,"6.03",284.8,42.9,"D",0
48.3334,132.59,307.2,1.1,1,20010416,"0235","Terra","MODIS",58,"6.03",283.7,7.5,"D",0
48.331,132.604,314.7,1.1,1,20010416,"0235","Terra","MODIS",75,"6.03",284.6,13.5,"D",0
48.322,132.601,310.1,1.1,1,20010416,"0235","Terra","MODIS",48,"6.03",284.2,9.2,"D",0
48.2489,132.478,312.2,1.1,1,20010416,"0235","Terra","MODIS",72,"6.03",285,12.6,"D",0
48.2466,132.492,310.1,1.1,1,20010416,"0235","Terra","MODIS",69,"6.03",283,11.3,"D",0
48.2265,132.44,313.6,1.1,1,20010416,"0235","Terra","MODIS",74,"6.03",284.2,13.7,"D",0
48.2242,132.454,310.3,1.1,1,20010416,"0235","Terra","MODIS",70,"6.03",283.3,11.2,"D",0
48.1869,132.405,345.2,1.1,1,20010416,"0235","Terra","MODIS",94,"6.03",285.3,55.3,"D",0
48.1846,132.418,338.3,1.1,1,20010416,"0235","Terra","MODIS",91,"6.03",284.4,42.5,"D",0
48.1802,132.387,306.6,1.1,1,20010416,"0235","Terra","MODIS",39,"6.03",284,7.3,"D",0
48.0785,132.706,313.3,1.1,1,20010416,"0235","Terra","MODIS",43,"6.03",283.4,11,"D",0
48.0742,132.674,321.8,1.1,1,20010416,"0235","Terra","MODIS",81,"6.03",284.1,19.7,"D",0
48.0718,132.689,326.7,1.1,1,20010416,"0235","Terra","MODIS",85,"6.03",284,25.6,"D",0
48.0694,132.703,330,1.1,1,20010416,"0235","Terra","MODIS",79,"6.03",284.8,29.5,"D",0
48.0665,132.68,309.1,1.1,1,20010416,"0235","Terra","MODIS",68,"6.03",283.2,9.6,"D",0
48.7312,132.801,301.4,2.2,1.4,20010419,"0305","Terra","MODIS",42,"6.03",279.7,19.9,"D",0
48.7241,132.83,303.6,2.2,1.5,20010419,"0305","Terra","MODIS",56,"6.03",279.9,23.7,"D",0
48.7267,132.825,307.1,2.2,1.5,20010419,"0305","Terra","MODIS",65,"6.03",280,32.6,"D",0
48.9952,131.503,302.5,1.9,1.3,20010419,"0305","Terra","MODIS",52,"6.03",276.9,19.8,"D",0
48.9896,131.528,327.8,1.9,1.3,20010419,"0305","Terra","MODIS",85,"6.03",277.5,74.8,"D",2
48.6155,132.994,300.8,2.3,1.5,20010419,"0306","Terra","MODIS",41,"6.03",281,21,"D",0
48.3281,132.48,311.6,2.2,1.4,20010419,"0306","Terra","MODIS",71,"6.03",279.1,42.3,"D",0
48.3263,132.484,307.8,2.2,1.4,20010419,"0306","Terra","MODIS",66,"6.03",279.1,31.5,"D",0
48.3322,132.556,314.6,2,1.4,20010419,"1237","Terra","MODIS",90,"6.03",268.6,50.6,"N",0
48.3348,132.548,324.4,2,1.4,20010419,"1237","Terra","MODIS",100,"6.03",268.5,77.2,"N",0
48.3291,132.523,301.2,2,1.4,20010419,"1237","Terra","MODIS",39,"6.03",266.6,27.8,"N",0
48.9776,132.435,303.2,1.2,1.1,20010420,"0210","Terra","MODIS",55,"6.03",281.8,8.9,"D",0
48.9767,131.962,305.5,1.3,1.1,20010420,"0210","Terra","MODIS",61,"6.03",282.5,12,"D",0
48.8739,132.819,307.7,1.2,1.1,20010420,"0210","Terra","MODIS",66,"6.03",283.4,11.6,"D",0
48.5857,134.674,318.5,1,1,20010420,"0210","Terra","MODIS",68,"6.03",282.5,18.6,"D",0
48.5898,133.994,324.4,1.1,1,20010420,"0210","Terra","MODIS",83,"6.03",282.5,27.3,"D",0
48.5944,133.725,311.3,1.1,1,20010420,"0210","Terra","MODIS",71,"6.03",282.9,14,"D",0
48.4773,132.824,300.7,1.2,1.1,20010420,"0211","Terra","MODIS",39,"6.03",284.5,5.9,"D",0
48.4213,132.771,309.8,1.2,1.1,20010420,"0211","Terra","MODIS",69,"6.03",282.4,13.4,"D",0
48.3849,132.545,337.6,1.2,1.1,20010420,"0211","Terra","MODIS",49,"6.03",284.3,48.1,"D",0
48.3787,132.511,348.7,1.2,1.1,20010420,"0211","Terra","MODIS",58,"6.03",281.9,71.6,"D",0
48.377,132.527,349.1,1.2,1.1,20010420,"0211","Terra","MODIS",50,"6.03",283.7,71.4,"D",0
48.124,132.511,343.5,1.2,1.1,20010420,"0211","Terra","MODIS",93,"6.03",287.8,62.7,"D",0
48.1222,132.527,325.7,1.2,1.1,20010420,"0211","Terra","MODIS",84,"6.03",284.8,29.4,"D",0
48.1143,132.509,304,1.2,1.1,20010420,"0211","Terra","MODIS",37,"6.03",286,6.8,"D",0
48.081,132.452,304.3,1.2,1.1,20010420,"0211","Terra","MODIS",59,"6.03",284.1,8.3,"D",0
48.0792,132.467,301,1.2,1.1,20010420,"0211","Terra","MODIS",33,"6.03",283.5,6,"D",0
47.9365,132.549,306.9,1.2,1.1,20010420,"0211","Terra","MODIS",37,"6.03",285.2,9,"D",0
47.9347,132.564,308.6,1.2,1.1,20010420,"0211","Terra","MODIS",52,"6.03",282.5,10,"D",0
48.3062,132.394,335.7,1,1,20010420,"1320","Terra","MODIS",100,"6.03",269.9,44.9,"N",0
48.3441,132.397,344.4,1,1,20010420,"1320","Terra","MODIS",100,"6.03",271.4,60.1,"N",0
48.3423,132.383,319.7,1,1,20010420,"1320","Terra","MODIS",99,"6.03",271,24.4,"N",0
48.3044,132.38,328.7,1,1,20010420,"1320","Terra","MODIS",100,"6.03",269,35.1,"N",0
48.3097,132.422,331.9,1,1,20010420,"1320","Terra","MODIS",100,"6.03",269.5,39.5,"N",0
48.3079,132.408,350.2,1,1,20010420,"1320","Terra","MODIS",100,"6.03",271.5,72.6,"N",0
48.6341,134.829,317.3,2,1.4,20010421,"0253","Terra","MODIS",67,"6.03",282.6,44.3,"D",0
48.6282,134.855,308.8,2,1.4,20010421,"0253","Terra","MODIS",0,"6.03",281,25.7,"D",0
48.5747,134.914,304.5,2,1.4,20010421,"0253","Terra","MODIS",0,"6.03",285.1,18.7,"D",0
48.5729,134.907,312.1,2,1.4,20010421,"0253","Terra","MODIS",63,"6.03",285.1,33.8,"D",0
48.9942,131.788,307.6,1.4,1.2,20010421,"0253","Terra","MODIS",66,"6.03",282.9,14.1,"D",0
49.0165,131.531,333.1,1.4,1.2,20010421,"0253","Terra","MODIS",83,"6.03",279,54.2,"D",0
48.9961,131.093,312.3,1.3,1.1,20010421,"0253","Terra","MODIS",67,"6.03",278.8,19.9,"D",0
49.2561,130.827,303.1,2,1.4,20010422,"0158","Terra","MODIS",52,"6.03",285.4,18.2,"D",0
49.1408,131.587,302.8,1.8,1.3,20010422,"0158","Terra","MODIS",54,"6.03",284.8,15.4,"D",0
49.1357,131.58,307.4,1.8,1.3,20010422,"0158","Terra","MODIS",65,"6.03",286,22,"D",0
49.0129,131.527,301.7,1.9,1.3,20010422,"0158","Terra","MODIS",49,"6.03",287.5,10.2,"D",0
49.001,131.525,301.4,1.9,1.3,20010422,"0158","Terra","MODIS",42,"6.03",285.9,9.6,"D",0
48.6466,134.1,306.3,1.4,1.2,20010422,"0158","Terra","MODIS",37,"6.03",285.9,10.4,"D",0
48.6448,134.119,325,1.4,1.2,20010422,"0158","Terra","MODIS",83,"6.03",286.1,35.9,"D",0
48.6393,134.112,319.5,1.4,1.2,20010422,"0158","Terra","MODIS",79,"6.03",286,27.4,"D",0
48.5536,134.842,303.9,1.3,1.1,20010422,"0158","Terra","MODIS",32,"6.03",281.3,8.2,"D",0
48.5436,134.84,312.2,1.3,1.1,20010422,"0158","Terra","MODIS",72,"6.03",282.4,16.9,"D",0
48.5278,134.694,303.6,1.3,1.1,20010422,"0158","Terra","MODIS",57,"6.03",285.3,8.6,"D",0
48.5261,134.712,310.8,1.3,1.1,20010422,"0158","Terra","MODIS",70,"6.03",284.5,15.7,"D",0
48.6348,133.362,300.4,1.5,1.2,20010422,"0158","Terra","MODIS",31,"6.03",285.5,7.8,"D",0
48.5188,134.476,303.2,1.3,1.1,20010422,"0158","Terra","MODIS",55,"6.03",285.3,8.4,"D",0
48.6471,132.967,301.3,1.6,1.2,20010422,"0158","Terra","MODIS",46,"6.03",285.8,8,"D",0
48.6467,132.959,304.6,1.6,1.2,20010422,"0158","Terra","MODIS",59,"6.03",285.6,12.5,"D",0
48.4307,134.947,347.2,1.3,1.1,20010422,"0158","Terra","MODIS",72,"6.03",283.4,80.7,"D",0
48.4289,134.964,318.6,1.3,1.1,20010422,"0158","Terra","MODIS",59,"6.03",278.6,23.3,"D",0
48.4304,134.754,310.5,1.3,1.1,20010422,"0158","Terra","MODIS",70,"6.03",276.5,16,"D",0
48.4286,134.771,320.3,1.3,1.1,20010422,"0158","Terra","MODIS",80,"6.03",277.9,27.7,"D",0
48.4204,134.752,339.9,1.3,1.1,20010422,"0158","Terra","MODIS",92,"6.03",277.1,61.5,"D",0
48.4186,134.769,347.2,1.3,1.1,20010422,"0158","Terra","MODIS",95,"6.03",277.2,80.7,"D",0
48.5488,132.784,304.4,1.6,1.2,20010422,"0158","Terra","MODIS",54,"6.03",288.9,10.1,"D",0
48.5469,132.806,310.7,1.6,1.2,20010422,"0158","Terra","MODIS",70,"6.03",286.7,18.5,"D",0
48.5358,132.804,350.2,1.6,1.2,20010422,"0158","Terra","MODIS",96,"6.03",287.7,120.9,"D",0
48.534,132.825,304.6,1.6,1.2,20010422,"0158","Terra","MODIS",41,"6.03",285.2,9.7,"D",0
48.4041,132.619,318.1,1.6,1.2,20010422,"0158","Terra","MODIS",53,"6.03",288.2,28.6,"D",0
48.4048,132.613,313.4,1.6,1.2,20010422,"0158","Terra","MODIS",42,"6.03",287.6,21,"D",0
48.3917,132.633,339,1.6,1.2,20010422,"0158","Terra","MODIS",91,"6.03",288.2,80.8,"D",0
48.2696,132.734,318,1.6,1.2,20010422,"0158","Terra","MODIS",41,"6.03",289.8,25,"D",0
48.1411,132.51,309.5,1.6,1.2,20010422,"0158","Terra","MODIS",54,"6.03",289.7,15.3,"D",0
48.1393,132.531,314,1.6,1.2,20010422,"0158","Terra","MODIS",73,"6.03",288.1,22.2,"D",0
48.1404,132.524,321.1,1.6,1.2,20010422,"0158","Terra","MODIS",81,"6.03",289.4,36.3,"D",0
48.1012,132.45,316.4,1.6,1.3,20010422,"0158","Terra","MODIS",77,"6.03",288.6,26.1,"D",0
48.0805,132.424,307.4,1.6,1.3,20010422,"0158","Terra","MODIS",44,"6.03",286.4,12.5,"D",0
48.02,132.604,301.7,1.6,1.2,20010422,"0158","Terra","MODIS",48,"6.03",286.6,7.8,"D",0
49.2286,130.768,316,4.1,1.9,20010422,"0336","Terra","MODIS",76,"6.03",284.9,119.6,"D",0
49.2403,130.769,301.7,4.1,1.9,20010422,"0336","Terra","MODIS",26,"6.03",284.6,41.5,"D",0
49.2251,130.758,308.8,4.1,1.9,20010422,"0336","Terra","MODIS",68,"6.03",284.9,76.3,"D",0
48.9884,131.422,301.3,4.4,1.9,20010422,"0336","Terra","MODIS",46,"6.03",283.6,47.8,"D",0
